url,name,hybridizer,year,scape_height,bloom_size,bloom_season,ploidy,foliage_type,bloom_habit,bud_count,branches,seedling_num,color_description,parentage,image_url,fragrance,form,awards,sculpting,notes,rebloom,Region,primary_hybridizer,City,State,Country,parents
https://daylilydatabase.org/detail.php?id=172481&name=Rainbow Gelato,Rainbow Gelato,Rice-JA,2013.0,38.0,6.0,Midseason-Late,Tetraploid,Dormant,Diurnal,20.0,4.0,12-32,yellow pink blend with lighter yellow frilled edge and green throat,(sdlg × sdlg),https://daylilydatabase.org/AHSPhoto/R/RAINBOW GELATO.jpg,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=175098&name=Estelle Rice,Estelle Rice,Rice-JA,2014.0,32.0,6.0,Midseason-Late,Tetraploid,Semi-Evergreen,Diurnal,22.0,4.0,12-24,opalescent shell pink with deeply ruffled yellow gold edge and heavy substance,((sdlg × sdlg) × (sdlg × sdlg)),https://daylilydatabase.org/AHSPhoto/E/Estelle Rice.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=159504&name=Dark Matter,Dark Matter,Rice-JA,2009.0,30.0,6.0,Early-Midseason,Tetraploid,Semi-Evergreen,Diurnal,19.0,3.0,Dk.Mat.,very dark violet with bright lime green eye,(unknown × unknown),https://daylilydatabase.org/AHSPhoto/D/Dark_Matter.jpg,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=159512&name=Equestrian Games,Equestrian Games,Rice-JA,2010.0,28.0,6.0,Late,Tetraploid,Dormant,Diurnal,20.0,3.0,130,medium rose with halo and green to yellow eye and gold edge,(unknown × unknown),https://daylilydatabase.org/AHSPhoto/E/Equestrian_Games.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=158776&name=Arnette Zapel,Arnette Zapel,Rice-JA,2007.0,25.0,5.5,Early-Midseason,Tetraploid,Semi-Evergreen,Diurnal,20.0,4.0,CC2-R7,purple violet with cream white eye above green throat,(Jamie Dockery × sdlg),https://daylilydatabase.org/AHSPhoto/A/Arnette.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,Jamie Dockery
https://daylilydatabase.org/detail.php?id=193579&name=Color Melange,Color Melange,Rice-JA,2021.0,30.0,5.5,Early-Midseason,Diploid,Semi-Evergreen,Diurnal,18.0,3.0,A J67,Purplish red and mauve blend.,(Dream Sequence × Rose F. Kennedy),https://daylilydatabase.org/AHSPhoto/C/Color_Melange_1617152761.jpg,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,"Rose F. Kennedy,Dream Sequence"
https://daylilydatabase.org/detail.php?id=158412&name=Daniel Boone,Daniel Boone,Rice-JA,2009.0,26.0,6.0,Midseason-Late,Tetraploid,Semi-Evergreen,Diurnal,22.0,4.0,DAN,orange russet with gold edge above yellow throat,(unknown × unknown),https://daylilydatabase.org/AHSPhoto/D/DANIEL_BOONE.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=190387&name=Evenly Divided,Evenly Divided,Rice-JA,2020.0,47.0,6.5,Midseason,Diploid,Dormant,Diurnal,18.0,3.0,763119,Dark lavender with prominent white midribs and chartreuse throat blending into yellow.,(Blue Dolphin × Rose F. Kennedy),https://daylilydatabase.org/AHSPhoto/E/EvenlyDivided_1575943098.JPG,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,"Rose F. Kennedy,Blue Dolphin"
https://daylilydatabase.org/detail.php?id=163757&name=Grand Gesture,Grand Gesture,Rice-JA,2010.0,35.0,6.0,Midseason,Tetraploid,Dormant,Diurnal,19.0,3.0,26,royal purple bitone with violet watermark and gold edge above lime green throat,(unknown sdlg × unknown sdlg),https://daylilydatabase.org/AHSPhoto/G/Grand_Gesture.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=198274&name=Employee of the Month,Employee of the Month,Rice-JA,2023.0,40.0,6.5,Midseason,Diploid,Dormant,Diurnal,18.0,3.0,R71,Violet purple bitone with large green to yellow throat.,(Dream Sequence × Namaste),https://daylilydatabase.org/AHSPhoto/E/Employee_of_the_Month_1675787931.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,"Dream Sequence,Namaste"
https://daylilydatabase.org/detail.php?id=163758&name=Glowing Quasar,Glowing Quasar,Rice-JA,2010.0,38.0,6.5,Midseason-Late,Tetraploid,Dormant,Diurnal,19.0,3.0,22,intense orange rose with yellow gold toothy edge,(unknown sdlg × unknown sdlg),https://daylilydatabase.org/AHSPhoto/G/Glowing_Quasar.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=170864&name=Annette Rice,Annette Rice,Rice-JA,2012.0,38.0,6.0,Early-Midseason,Tetraploid,Dormant,Diurnal,,4.0,2012-AR,yellow with some rose rouging and a lime green throat,(sdlg × sdlg),https://daylilydatabase.org/AHSPhoto/A/AnnetteRice.jpg,Unknown,Unusual FormCrispate-Spatulate,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=167161&name=Classy Columbus,Classy Columbus,Rice-JA,2011.0,28.0,5.5,Midseason,Tetraploid,Dormant,Diurnal,,4.0,W-3,purple with violet watermark and fine white gold edge,((sdlg × sdlg) × (sdlg × sdlg)),https://daylilydatabase.org/AHSPhoto/C/CLASSY COLUMBUS.jpg,Unknown,,HM 2015,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=175099&name=Feminine Apparition,Feminine Apparition,Rice-JA,2014.0,32.0,6.0,Midseason-Late,Tetraploid,Semi-Evergreen,Diurnal,20.0,4.0,12-36,light cream pink bitone with lightly ruffled gold fringed edge,((sdlg × sdlg) × (sdlg × sdlg)),https://daylilydatabase.org/AHSPhoto/F/Feminine Apparition.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=193580&name=Cousins,Cousins,Rice-JA,2021.0,35.0,6.0,Early-Midseason,Diploid,Dormant,Diurnal,22.0,4.0,A J50,Violet purple with grayed apricot watermark.,(Purple Eclipse × Rose F. Kennedy),https://daylilydatabase.org/AHSPhoto/C/Cousins_1617152798.jpg,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,"Rose F. Kennedy,Purple Eclipse"
https://daylilydatabase.org/detail.php?id=170863&name=Fountain of Youth,Fountain of Youth,Rice-JA,2012.0,32.0,5.5,Midseason-Late,Tetraploid,Dormant,Diurnal,,6.0,2012-FOY,yellow pink peach with gold edge and strong green throat,(sdlg × sdlg),https://daylilydatabase.org/AHSPhoto/F/FountainOfYouth.jpg,Fragrant,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=163401&name=Fruity Overtones,Fruity Overtones,Rice-JA,2010.0,40.0,6.0,Late,Diploid,Dormant,Diurnal,18.0,3.0,113,rose with white midribs and green eye and slightly ruffled edge,(unknown × unknown),https://daylilydatabase.org/AHSPhoto/F/Fruity_Overtones.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=159505&name=Canter,Canter,Rice-JA,2009.0,30.0,5.5,Midseason,Tetraploid,Dormant,Diurnal,20.0,4.0,YELFR,yellow with gold edge above green throat,(unknown × unknown),https://daylilydatabase.org/AHSPhoto/C/CANTER.jpg,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=163737&name=Beguiling Eyes,Beguiling Eyes,Rice-JA,2010.0,30.0,4.5,Midseason,Tetraploid,Dormant,Diurnal,14.0,2.0,35,burgundy red with black eye and edge above lime green throat,(unknown sdlg × unknown sdlg),https://daylilydatabase.org/AHSPhoto/B/Beguiling_Eyes.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=175093&name=Falling in Love Again,Falling in Love Again,Rice-JA,2014.0,30.0,6.0,Midseason-Late,Diploid,Dormant,Diurnal,17.0,3.0,13-18,clear lavender bitone with pronounced green throat and chalky lavender watermark,((sdlg × sdlg) × (sdlg × sdlg)),https://daylilydatabase.org/AHSPhoto/F/Falling In Love Again.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=158415&name=Abraham Lincoln,Abraham Lincoln,Rice-JA,2008.0,32.0,5.5,Midseason,Tetraploid,Semi-Evergreen,Diurnal,22.0,3.0,ABE,rose lavender with violet watermark and edge above green throat,(unknown × unknown),https://daylilydatabase.org/AHSPhoto/A/ABRAHAM_LINCOLN.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=157884&name=Dream Sequence,Dream Sequence,Rice-JA,2007.0,33.0,8.0,Midseason,Diploid,Dormant,Diurnal,24.0,3.0,S-7-A,lavender blue self above green throat,(Regency Heights × unknown),https://daylilydatabase.org/AHSPhoto/D/DREAM_SEQUENCE.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,Regency Heights
https://daylilydatabase.org/detail.php?id=158406&name=All American Girl,All American Girl,Rice-JA,2010.0,27.0,5.5,Midseason,Tetraploid,Dormant,Diurnal,16.0,3.0,49,light pink darkening to medium pink,(unknown × unknown),https://daylilydatabase.org/AHSPhoto/A/All_American_Girl.jpg,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=158416&name=Dunwalke,Dunwalke,Rice-JA,2010.0,35.0,5.0,Midseason-Late,Tetraploid,Dormant,Diurnal,25.0,4.0,112,bright red with green eye,(unknown × unknown),https://daylilydatabase.org/AHSPhoto/D/Dunwalke.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=158410&name=Blue Moon of Kentucky,Blue Moon of Kentucky,Rice-JA,2009.0,34.0,6.0,Midseason-Late,Tetraploid,Semi-Evergreen,Diurnal,18.0,3.0,J-17,purple with violet watermark and edge above green to yellow throat,(Project Blue Book × unknown),https://daylilydatabase.org/AHSPhoto/B/BLUE_MOON_OVER_KY.jpg,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,Project Blue Book
https://daylilydatabase.org/detail.php?id=163756&name=Hello Again,Hello Again,Rice-JA,2010.0,38.0,5.5,Midseason,Tetraploid,Dormant,Diurnal,17.0,3.0,94,pink peach with gold edge above green throat,(unknown sdlg × unknown sdlg),https://daylilydatabase.org/AHSPhoto/H/Hello_Again.jpg,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=175097&name=Delusional,Delusional,Rice-JA,2014.0,32.0,5.0,Midseason,Tetraploid,Evergreen,Extended,22.0,4.0,13-75,"rosy orange with ruffled gold edge, green throat and light midribs",((sdlg × sdlg) × (sdlg × sdlg)),https://daylilydatabase.org/AHSPhoto/D/Delusional.jpg,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=175100&name=Dennis Russell,Dennis Russell,Rice-JA,2014.0,32.0,6.0,Midseason,Tetraploid,Semi-Evergreen,Diurnal,20.0,4.0,10-50,hot reddish orange with yellow gold toothy edges and lime green throat,((sdlg × sdlg) × (sdlg × sdlg)),https://daylilydatabase.org/AHSPhoto/D/Dennis Russell.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=158411&name=Blue Grass Melody,Blue Grass Melody,Rice-JA,2009.0,30.0,6.0,Midseason,Tetraploid,Semi-Evergreen,Extended,40.0,3.0,J-401,violet purple with white gold ruffled edge and strong green eye,(unknown sdlg × unknown sdlg),https://daylilydatabase.org/AHSPhoto/B/Blue_Grass_Melody.jpg,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=175096&name=Grin and Bare It,Grin and Bare It,Rice-JA,2014.0,30.0,5.0,Midseason,Tetraploid,Dormant,Diurnal,18.0,3.0,13-12,"yellow with heavy orange red roughing on the petals, petals have yellow midribs and elaborate yellow edges",((sdlg × sdlg) × (sdlg × sdlg)),https://daylilydatabase.org/AHSPhoto/G/Grin And Bare It.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=163738&name=Always Sunny,Always Sunny,Rice-JA,2010.0,40.0,6.0,Midseason-Late,Tetraploid,Dormant,Diurnal,24.0,4.0,17,light peach yellow with gold edge,(unknown sdlg × unknown sdlg),https://daylilydatabase.org/AHSPhoto/A/Always_Sunny.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=161116&name=Greta Garbo,Greta Garbo,Rice-JA,2009.0,28.0,6.0,Midseason,Tetraploid,Semi-Evergreen,Diurnal,18.0,3.0,X-6,lavender gray with gold edge above yellow throat,(unknown × unknown),https://daylilydatabase.org/AHSPhoto/G/GRETA_GARBO.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=163759&name=Edge of Time,Edge of Time,Rice-JA,2010.0,24.0,6.0,Very Late,Tetraploid,Semi-Evergreen,Diurnal,18.0,3.0,123,mahogany self with gold edge,(unknown sdlg × unknown sdlg),https://daylilydatabase.org/AHSPhoto/E/Edge_of_Time.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=159510&name=Chomping at the Bit,Chomping at the Bit,Rice-JA,2009.0,22.0,5.5,Early-Midseason,Tetraploid,Dormant,Nocturnal,14.0,2.0,YELSC,bright yellow self above lime green throat,(unknown × unknown),https://daylilydatabase.org/AHSPhoto/C/CHOMPING_AT_THE_BIT.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=161242&name=All of My Love to You,All of My Love to You,Rice-JA,2008.0,26.0,5.5,Midseason,Tetraploid,Semi-Evergreen,Diurnal,20.0,3.0,ALL,dark burgundy with gold edge above green throat,(unknown × unknown),https://daylilydatabase.org/AHSPhoto/A/ALL_OF_MY_LOVE_TO_YOU.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=165765&name=Crowning Achievement,Crowning Achievement,Rice-JA,2011.0,44.0,5.5,Midseason-Late,Tetraploid,Dormant,Diurnal,,4.0,10-25,bright pink with light yellow ruffles and teeth,(unknown × unknown),https://daylilydatabase.org/AHSPhoto/C/CROWNING ACHIEVEMENT.jpg,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=165763&name=Pangea,Pangea,Rice-JA,2011.0,38.0,7.0,Midseason,Tetraploid,Dormant,Diurnal,,4.0,09-41,rich purple with lighter watermark,(unknown × unknown),https://daylilydatabase.org/AHSPhoto/P/PANGEA.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=163406&name=Penguin's Prom,Penguin's Prom,Rice-JA,2010.0,30.0,5.0,Midseason,Tetraploid,Dormant,Diurnal,17.0,3.0,10,violet purple bitone with darker eye and white midribs above lime green throat,(unknown × unknown),,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=188452&name=Narrow Escape,Narrow Escape,Rice-JA,2019.0,35.0,6.5,Midseason-Late,Diploid,Dormant,Extended,,,92160,Pale orchid with green throat extending far onto all segments.,(Blue Dolphin × Isabelle Rose),https://daylilydatabase.org/AHSPhoto/N/NarrowEscape_1550006943.JPG,Unknown,Unusual FormCrispate-Cascade-Spatulate,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,"Isabelle Rose,Blue Dolphin"
https://daylilydatabase.org/detail.php?id=163486&name=Thoroughbred Sunlight,Thoroughbred Sunlight,Rice-JA,2010.0,48.0,7.0,Midseason,Tetraploid,Dormant,Diurnal,25.0,5.0,THOR-1,bright yellow with green eye,(unknown × unknown),,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=188450&name=Thoroughbred Kitty Cat,Thoroughbred Kitty Cat,Rice-JA,2019.0,38.0,7.0,Midseason,Diploid,Dormant,Extended,,,2974,"Pinkish lavender with green throat to star shaped, yellow eyezone.",(Dream Sequence × Isabelle Rose),https://daylilydatabase.org/AHSPhoto/T/ThoroughbredKittyCat_1550006767.JPG,Unknown,Unusual FormCrispate-Cascade,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,"Dream Sequence,Isabelle Rose"
https://daylilydatabase.org/detail.php?id=169645&name=Graceful Late,Graceful Late,Rice-JA,2012.0,29.0,6.0,Late,Tetraploid,Dormant,Diurnal,,4.0,V1-RB,light pink peach with frilly gold edge,(sdlg × sdlg),https://daylilydatabase.org/AHSPhoto/G/graceful late.jpg,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=169646&name=What a Relief,What a Relief,Rice-JA,2012.0,32.0,4.5,Midseason,Tetraploid,Dormant,Diurnal,,,TR-R2,pale purple with violet eye and sculpted relief,(sdlg × sdlg),https://daylilydatabase.org/AHSPhoto/W/WHAT A RELIEF.jpg,Unknown,,None,Relief,,1,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=161244&name=What a Day for a Daydream,What a Day for a Daydream,Rice-JA,2008.0,36.0,7.0,Midseason,Tetraploid,Dormant,Diurnal,24.0,4.0,,light lavender bitone above yellow throat,(unknown × unknown),https://daylilydatabase.org/AHSPhoto/W/What_a_Day_for_a_Daydream.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=173425&name=Carlene Reed,Carlene Reed,Rice-JA,2013.0,28.0,5.5,Late,Tetraploid,Dormant,Diurnal,,,13-55,light tangerine with rose halo gold tooth rippling edge and a small very dark green throat,(sdlg × sdlg),https://daylilydatabase.org/AHSPhoto/C/CARLENE REED.jpg,Very Fragrant,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=165762&name=Voluptuous Blonde,Voluptuous Blonde,Rice-JA,2011.0,32.0,8.0,Midseason-Late,Tetraploid,Evergreen,Diurnal,,5.0,10-30,yellow with a little beige infusion,(unknown × unknown),https://daylilydatabase.org/AHSPhoto/V/voluptuousblonde.jpg,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=167160&name=Rodinia,Rodinia,Rice-JA,2011.0,28.0,5.5,Late,Tetraploid,Dormant,Diurnal,,3.0,10-73,purple with vibrant violet blue watermark and white gold edge,((sdlg × sdlg) × (sdlg × sdlg)),https://daylilydatabase.org/AHSPhoto/R/RODINIA.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=172485&name=Cletus Clatterback,Cletus Clatterback,Rice-JA,2013.0,37.0,5.5,Midseason,Tetraploid,Dormant,Diurnal,8.0,,12-26,neon yellow with lime green throat,(sdlg × sdlg),https://daylilydatabase.org/AHSPhoto/C/CLETUS CLATTERBUCK.jpg,Unknown,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=178830&name=Hey Mister Bud,Hey Mister Bud,Rice-JA,2015.0,34.0,5.5,Midseason-Late,Tetraploid,Dormant,Diurnal,,,13-52,"vivid polychrome, ruffled light yellow edge with teeth and tendrils",(unknown × unknown),https://daylilydatabase.org/AHSPhoto/H/HEYMRBUD.jpg,Fragrant,,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=165766&name=Cherry on Top,Cherry on Top,Rice-JA,2011.0,40.0,5.5,Midseason-Late,Tetraploid,Dormant,Diurnal,,4.0,10-47,very clear bright cherry red with a thin white edge,(unknown × unknown),https://daylilydatabase.org/AHSPhoto/C/CHERRY ON TOP.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
https://daylilydatabase.org/detail.php?id=186122&name=Aerial Acrobatics,Aerial Acrobatics,Rice-JA,2018.0,32.0,6.0,Midseason,Diploid,Semi-Evergreen,Extended,,,16-81,"Lavender pink with green throat, twisted crispate.",(Blue Dolphin × Only in Dreams),https://daylilydatabase.org/AHSPhoto/A/AerialAcrobatics_1518452734.JPG,Unknown,Unusual FormCrispate,None,,,1,10.0,John and Annette Rice,Paris,KY,United States,"Only in Dreams,Blue Dolphin"
https://daylilydatabase.org/detail.php?id=165768&name=Horsing Around,Horsing Around,Rice-JA,2011.0,44.0,5.5,Midseason-Late,Tetraploid,Dormant,Diurnal,,4.0,10-61,pale rose with light yellow toothy edging,(unknown × unknown),https://daylilydatabase.org/AHSPhoto/H/HORSING AROUND.jpg,Unknown,,None,,,0,10.0,John and Annette Rice,Paris,KY,United States,
